Player ID 	lname fname
brydt001	Bryden T.R.
bryes101	Brye Steve
brynt101	Brynan Tod
bubej001	Bubela Jaime
bubsh101	Bubser Hal
buchj104	Bucha Johnny
buchb001	Buchanan Bob
buchb002	Buchanan Brian
buchd001	Buchanan David
buchj001	Buchanan Jake
buchj103	Buchanan Jim
buchw901	Buchanan William
buchj102	Buchek Jerry
buchj101	Bucher Jim
buchc001	Buchholz Clay
bucht001	Buchholz Taylor
buchr001	Buchter Ryan
buckj001	Buck John
buckt001	Buck Travis
buckw901	Buck William
buckg001	Buckels Gary
bucka801	Buckenberger Al
buckg101	Buckeye Garland
bucke101	Buckingham Fred
buckj102	Buckles Jess
buckd101	Buckley Dick
buckj101	Buckley John
buckk001	Buckley Kevin
bucks901	Buckminster Seth
buckb001	Buckner Bill
buckb002	Buckner Billy
buckc901	Bucknor CB
budam101	Budaska Mark
buddu101	Budd Jay
buddr001	Budde Ryan
buddm001	Buddie Mike
buddd101	Buddin Don
budnm101	Budnick Mike
budzm001	Budzinski Mark
buecs001	Buechele Steve
buehm001	Buehrle Mark
buelc101	Buelow Charlie
buelf101	Buelow Fritz
buenf001	Bueno Francisley
buenj001	Buente Jay
buesa101	Bues Art
buffc101	Buffinton Charlie
bufod001	Buford Damon
bufod101	Buford Don
buhlb101	Buhl Bob
buhnj001	Buhner Jay
buicd001	Buice DeWayne
bukec101	Buker Cy
bukeh101	Buker Henry
bukvr001	Bukvich Ryan
bulgj001	Bulger Jason
bullg101	Bullard George
bulls101	Bullas Sim
bulls001	Bullett Scott
bullb101	Bulling Bud
bullj001	Bullinger Jim
bullk001	Bullinger Kirk
bullb001	Bullington Bryan
bulle001	Bullock Eric
bullr101	Bullock Red
bullc901	Bullymore Charles
bumba001	Bumbry Al
bumgm001	Bumgarner Madison
bumpn001	Bump Nate
buncf901	Bunce Fred
bunch901	Bunce H.C.
buncj101	Bunce Josh
buncm001	Bunch Melvin
bundd001	Bundy Dylan
bundl801	Bundy Lorenzo
bunkw101	Bunker Wally
bunnj101	Bunning Jim
burad001	Burawa Danny
burbd001	Burba Dave
burbb101	Burbach Bill
burbn101	Burbrink Nelson
burca101	Burch Al
burce101	Burch Ernie
burcl101	Burchart Larry
burcf101	Burchell Fred
burdb102	Burda Bob
burdf101	Burdette Freddie
burdl101	Burdette Lew
burdb101	Burdick Bill
burdj101	Burdock Jack
burgp101	Burg Joe
burgs101	Burgess Smoky
burgt101	Burgess Tom
burgt001	Burgmeier Tom
burgb101	Burgo Bill
burga001	Burgos Ambiorix
burge001	Burgos Enrique
burge002	Burgos Enrique
burgh001	Burgos Hiram
burib101	Burich Bill
burkm101	Burk Mack
burks101	Burk Sandy
burkc101	Burkam Chauncey
burke102	Burkart Elmer
burkb101	Burke Billy
burkb102	Burke Bobby
burkc001	Burke Chris
burkd101	Burke Dan
burke101	Burke Eddie
burkf101	Burke Frank
burkg101	Burke Glenn
burkg001	Burke Greg
burkj105	Burke James
burkj003	Burke Jamie
burkj104	Burke Jimmy
burkj102	Burke Joe
burkj103	Burke John
burkj002	Burke John
burkl102	Burke Leo
burkl101	Burke Les
burkm102	Burke Mike
burkp101	Burke Pat
burks102	Burke Steve
burkt001	Burke Tim
burkw101	Burke William
burkj101	Burkett Jesse
burkj001	Burkett John
burkk101	Burkhart Ken
burkm001	Burkhart Morgan
burke001	Burks Ellis
burlr001	Burleson Rick
burlf901	Burlingame Frank
burna001	Burnett A.J.
burna002	Burnett Alex
burnh101	Burnett Hercules
burnj108	Burnett Johnny
burns001	Burnett Sean
burnw101	Burnette Wally
burnw801	Burnham Watch
burnj001	Burnitz Jeromy
burnb101	Burns Bill
burnb002	Burns Billy
burnb001	Burns Britt
burnc101	Burns C.B.
burnc001	Burns Cory
burnd101	Burns Dennis
burnd102	Burns Dick
burne101	Burns Ed
burnf101	Burns Farmer
burng101	Burns George
burng102	Burns George
burnj104	Burns Jack
burnj105	Burns Jack
burnj106	Burns Jim
burnj102	Burns Joe
burnj101	Burns Joe
burnj901	Burns John
burnp101	Burns John
burnj103	Burns Joseph
burnm001	Burns Mike
burno101	Burns Oyster
burnt001	Burns Todd
burnt101	Burns Tom
burnp102	Burnside Pete
burns101	Burnside Sheldon
burpg101	Burpo George
burra102	Burr Tom
burrb101	Burrell Buster
burrh102	Burrell Harry
burrp001	Burrell Pat
burrb001	Burres Brian
burrl101	Burright Larry
burra101	Burris Al
burrp101	Burris Paul
burrr001	Burris Ray
burre001	Burriss Emmanuel
burrh101	Burroughs Henry
burrj001	Burroughs Jeff
burrs001	Burroughs Sean
burrj101	Burrows John
burrt001	Burrows Terry
burrd101	Burrus Dick
burtf101	Burt Frank
burtl901	Burtis Warren
burte101	Burton Ellis
burtj001	Burton Jared
burtj101	Burton Jim
burtm101	Burtschy Moe
burtd001	Burtt Dennis
burwb101	Burwell Bill
burwd101	Burwell Dick
busbj101	Busby Jim
busbm001	Busby Mike
busbp101	Busby Paul
busbs101	Busby Steve
busce101	Busch Ed
buscm001	Busch Mike
buscb001	Buscher Brian
buscd101	Buschhorn Don
busha901	Bush Archie
bushj102	Bush Bullet Joe
bushd801	Bush Darren
bushd001	Bush David
bushd102	Bush Donie
bushg901	Bush Garnet
bushg101	Bush Guy
bushh001	Bush Homer
bushr001	Bush Randy
bushj101	Bushelman Jack
bushf101	Bushey Frank
bushc001	Bushing Chris
bushd101	Bushong Doc
buskj101	Buskey Joe
buskm101	Buskey Mike
buskt101	Buskey Tom
bussn001	Buss Nick
bussr101	Busse Ray
butch101	Butcher Hank
butcj001	Butcher John
butcm101	Butcher Max
butcm001	Butcher Mike
buted001	Butera Drew
butes001	Butera Sal
butke101	Butka Ed
butlb103	Butland Bill
butla001	Butler Adam
butla101	Butler Art
butlb102	Butler Bill
butlb101	Butler Bill
butlb003	Butler Billy
butlb002	Butler Brent
butlb001	Butler Brett
butlc102	Butler Cecil
butlc101	Butler Charlie
butld001	Butler Dan
butld101	Butler Dick
butle001	Butler Eddie
butlf101	Butler Frank
butli101	Butler Ike
butlj002	Butler Joey
butlj102	Butler John
butlj101	Butler Johnny
butlj001	Butler Josh
butlk001	Butler Keith
butlk101	Butler Kid
butlk102	Butler Kid
butlc901	Butler Nathan
butlo801	Butler Ormond
butlr002	Butler Rich
butlr001	Butler Rob
buttb801	Butterfield Brian
buttt101	Butters Tom
buttf101	Buttery Frank
buxtb001	Buxton Byron
buxtr101	Buxton Ralph
buzaj101	Buzas Joe
buzhj101	Buzhardt John
byerb103	Byerly Bud
byerb101	Byers Bill
byerr001	Byers Randy
bynuf001	Bynum Freddie
bynum001	Bynum Mike
byrdh101	Byrd Harry
byrdj101	Byrd Jeff
byrdj001	Byrd Jim
byrdm001	Byrd Marlon
byrdp001	Byrd Paul
byrds101	Byrd Samuel
byrdt001	Byrdak Tim
byrnb101	Byrne Bobby
byrnc801	Byrne Charlie
byrnj102	Byrne Jerry
byrnj902	Byrne Jon
byrnt101	Byrne Tommy
burnu901	Byrne Walter
byrne001	Byrnes Eric
byrnj101	Byrnes Jim
byrnm101	Byrnes Milt
byrol901	Byron Lord
bystm001	Bystrom Marty
cabap101	Caballero Putsy
cabee001	Cabell Enos
cabrc001	Cabral Cesar
cabra101	Cabrera Al
cabra003	Cabrera Alberto
cabra001	Cabrera Alex
cabra002	Cabrera Asdrubal
cabrd001	Cabrera Daniel
cabre002	Cabrera Edwar
cabre001	Cabrera Everth
cabrf002	Cabrera Fernando
cabrf001	Cabrera Francisco
cabrj002	Cabrera Jolbert
cabrj001	Cabrera Jose
cabrm002	Cabrera Melky
cabrm001	Cabrera Miguel
cabro001	Cabrera Orlando
cabrr001	Cabrera Ramon
cacec101	Cacek Craig
cacee001	Caceres Edgar
cadac801	Cadahia Chino
cadag001	Cadaret Greg
cadol101	Cadore Leon
cadyc101	Cady Charlie
cadyh101	Cady Hick
cafet101	Cafego Tom
caffj101	Caffie Joe
caffb101	Caffyn Ben
cagew101	Cage Wayne
cahij101	Cahill John
cahit101	Cahill Tom
cahit001	Cahill Trevor
cainb101	Cain Bob
cainl101	Cain Les
cainl001	Cain Lorenzo
cainm001	Cain Matt
cains101	Cain Sugar
cairc001	Cairncross Cameron
cairm001	Cairo Miguel
caitg101	Caithamer George
caldi001	Calderon Ivan
calds101	Calderone Sam
caldb101	Caldwell Bruce
caldc101	Caldwell Charlie
calde101	Caldwell Earl
caldm001	Caldwell Mike
caldr102	Caldwell Ralph
caldr101	Caldwell Ray
calek001	Calero Kiko
calhb101	Calhoun Bill
calhj101	Calhoun Jack
calhj001	Calhoun Jeff
calhk001	Calhoun Kole
calic001	Cali Carmen
calif101	Caligiuri Fred
caliw101	Calihan Will
calio001	Calixte Orlando
callm101	Callaghan Marty
callp101	Callaghan Pat
callb101	Callahan Ben
calld101	Callahan Dave
calle101	Callahan Ed
callj104	Callahan Jim
calln101	Callahan Jimmy
callj102	Callahan Joe
callj103	Callahan John
calll101	Callahan Leo
callr101	Callahan Ray
callw101	Callahan Wese
calla001	Callaspo Alberto
callf101	Callaway Frank
callm001	Callaway Mickey
callj101	Callison Johnny
callr001	Calloway Ron
calmd101	Calmus Dick
calvm001	Calvert Mark
calvp101	Calvert Paul
calvj101	Calvo Jack
calzn001	Calzado Napoleon
camae001	Camacho Ernie
camaj801	Camacho Joe
cambf101	Cambria Fred
cameh101	Camelli Hank
camej101	Cameron Jack
camek001	Cameron Kevin
camem001	Cameron Mike
camid102	Camilli Dolph
camid101	Camilli Doug
camil101	Camilli Lou
camia001	Caminero Arquimedes
camik001	Caminiti Ken
camme001	Cammack Eric
camnh102	Camnitz Harry
camnh101	Camnitz Howie
camph102	Camp Howie
campk101	Camp Kid
campl101	Camp Lew
campr001	Camp Rick
camps002	Camp Shawn
campf901	Campagna Frank
campt001	Campana Tony
campr102	Campanella Roy
campb101	Campaneris Bert
campa101	Campanis Al
campj105	Campanis Jim
campc101	Campau Count
campa102	Campbell Archie
campb901	Campbell Bick
campb001	Campbell Bill
campb103	Campbell Billy
campb902	Campbell Bob
campb002	Campbell Brett
campb102	Campbell Bruce
campd901	Campbell Dan
campd101	Campbell Dave
campd102	Campbell Dave
campe001	Campbell Eric
campg101	Campbell Gilly
camph101	Campbell Hugh
campj104	Campbell Jim
campj103	Campbell Jim
campj001	Campbell Jim
campj101	Campbell Joe
campj102	Campbell John
campk001	Campbell Kevin
campm102	Campbell Marc
campm101	Campbell Michael
campm001	Campbell Mike
campp101	Campbell Paul
campr101	Campbell Ron
camps101	Campbell Sam
camps104	Campbell Soup
campv101	Campbell Vin
campc102	Camper Cardell
camps103	Campfield Sal
campj002	Campillo Jorge
camps102	Campisi Sal
campa902	Campos Angel
campf101	Campos Frank
campl001	Campos Leonel
camps001	Campusano Sil
canag001	Canale George
canaw001	Canate Willie
canah101	Canavan Hugh
canaj101	Canavan Jim
cancr001	Cancel Robinson
candc001	Candaele Casey
candj001	Candelaria John
candm101	Candini Milo
candt001	Candiotti Tom
canej101	Caneira John
cangj001	Cangelosi John
canhm001	Canha Mark
canib001	Canizares Barbaro
canij001	Canizaro Jay
cannr101	Cannell Rip
canna001	Cannizaro Andy
cannc101	Cannizzaro Chris
cannj101	Cannon Joe
canoj001	Cano Jose
canor001	Cano Robinson
cansj001	Canseco Jose
canso001	Canseco Ozzie
cantj801	Cantillon Joe
cantg101	Cantrell Guy
cantj001	Cantu Jorge
cantb102	Cantwell Ben
cantm101	Cantwell Mike
cantt101	Cantwell Tom
cantb101	Cantz Bart
canzr001	Canzler Russ
capem001	Capel Mike
capej001	Capellan Jose
capid101	Capilla Doug
cappc001	Capps Carter
cappm001	Capps Matt
cappg101	Cappuzzello George
caprb101	Capra Buzz
caprn001	Capra Nick
caprp101	Capri Pat
caprr101	Capron Ralph
capuc001	Capuano Chris
carar001	Caraballo Ramon
caraj901	Caraco Joe
carav901	Carapazza Vic
carap101	Caraway Pat
carbj101	Carbine John
carbb101	Carbo Bernie
cardj102	Carden John
cardj101	Cardenal Jose
carda001	Cardenas Adrian
cardl101	Cardenas Leo
cardc101	Cardinal Conrad
cardj001	Cardona Javier
cardb101	Cardoni Ben
cardd101	Cardwell Don
carer001	Carew Rod
carea101	Carey Andy
carem101	Carey Max
carep801	Carey P.J.
carep001	Carey Paul
carer101	Carey Roger
cares101	Carey Scoops
caret101	Carey Tom
caret102	Carey Tom
caffu101	Carfrey Ed
cargb101	Cargo Bobby
carie001	Caridad Esmailin
caria001	Carignan Andrew
carif101	Carisch Fred
carlf101	Carl Fred
carll102	Carl Lew
carlj102	Carleton Jim
carlt101	Carleton Tex
carlb901	Carlin Billy
carlj101	Carlin Jim
carll001	Carlin Luke
carlw101	Carlisle Walter
carlc102	Carlos Cisco
carld101	Carlsen Don
carld001	Carlson Dan
carlh101	Carlson Hal
carlj001	Carlson Jesse
carll101	Carlson Leon
carlm901	Carlson Mark
carls101	Carlstrom Swede
carls001	Carlton Steve
carld801	Carlucci Dave
carlb001	Carlyle Buddy
carlc101	Carlyle Cleo
carlr101	Carlyle Roy
carmd001	Carman Don
carmg101	Carman George
carmd101	Carmel Duke
carmc101	Carmichael Chet
carmf001	Carmona Fausto
carmr001	Carmona Rafael
carne101	Carnett Eddie
carnd801	Carnevale Danny
carnb101	Carney Bill
carnj101	Carney John
carnp101	Carney Pat
carnr901	Carney Red
carpm001	Carp Mike
carpa001	Carpenter Andrew
carpb901	Carpenter Bill
carpb101	Carpenter Bob
carpb001	Carpenter Bubba
carpc002	Carpenter Chris
carpc003	Carpenter Chris
carpc001	Carpenter Cris
carpd001	Carpenter David
carpd002	Carpenter David
carph101	Carpenter Hick
carpj901	Carpenter John
carpl101	Carpenter Lew
carpm002	Carpenter Matt
carpp101	Carpenter Paul
carpf101	Carpin Frank
carrc106	Carr Charlie
carrc001	Carr Chuck
carrl101	Carr Lew
carrg001	Carrara Giovanni
carrc003	Carrasco Carlos
carrd001	Carrasco D.J.
carrh001	Carrasco Hector
carra101	Carrasquel Alex
carrc105	Carrasquel Chico
carra001	Carreno Amalio
carrj002	Carreno Joel
carrc104	Carreon Cam
carrm001	Carreon Mark
carre001	Carrera Ezequiel
carrb102	Carrick Bill
carrb101	Carrigan Bill
carrh901	Carrigan Sam
carrc002	Carrillo Cesar
carrm002	Carrillo Matias
carrl801	Carrion Leonel
carrd104	Carrithers Don
carrc101	Carroll 
carrb001	Carroll Brett
carrc103	Carroll Clay
carrc102	Carroll Cliff
carrd101	Carroll Dick
carrd103	Carroll Dixie
carrd102	Carroll Doc
carre101	Carroll Ed
carrf101	Carroll Fred
carrj001	Carroll Jamey
carro101	Carroll Ownie
carrp101	Carroll Pat
carrs001	Carroll Scott
carrs101	Carroll Scrappy
carrt102	Carroll Tom
carrt101	Carroll Tom
carsk102	Carsey Kid
carsa101	Carson Al
carsk101	Carson Kit
carsm001	Carson Matt
carsr001	Carson Robert
carsf101	Carswell Frank
carta001	Carter Andy
carta101	Carter Arnold
cartb101	Carter Blackie
cartc001	Carter Chris
cartc002	Carter Chris
cartd801	Carter Dick
cartg001	Carter Gary
carth101	Carter Howie
cartj002	Carter Jeff
cartj001	Carter Joe
cartl002	Carter Lance
cartl001	Carter Larry
cartn101	Carter Nick
cartp101	Carter Paul
carts101	Carter Sol
carts001	Carter Steve
carte101	Cartwright Ed
cartr101	Carty Rico
carum001	Caruso Mike
carub101	Caruthers Bob
carvm001	Carvajal Marcos
caryc001	Cary Chuck
carys101	Cary Scott
casaj101	Casale Jerry
casac001	Casali Curt
casap101	Casanova Paul
casar001	Casanova Raul
cascj101	Cascarella Joe
casec101	Case Charlie
caseg101	Case George
caseb102	Casey Bob
cased103	Casey Dan
cased102	Casey Dennis
cased101	Casey Doc
caseh101	Casey Hugh
casej101	Casey Joe
cases001	Casey Sean
caseb101	Casey Tommy
cashd101	Cash Dave
cashk001	Cash Kevin
cashn101	Cash Norm
cashr101	Cash Ron
cashc101	Cashion Carl
casha001	Cashner Andrew
casil001	Casian Larry
casia001	Casilla Alexi
garcj002	Casilla Santiago
casic001	Casimiro Carlos
caskc101	Caskey Craig
caske101	Caskin Ed
cassh101	Cassady Harry
cassj001	Cassel Jack
cassb001	Cassevah Bobby
casse101	Cassian Ed
cassj102	Cassiday Joe
cassj103	Cassidy John
cassp101	Cassidy Pete
casss001	Cassidy Scott
cassj101	Cassini Jack
castp001	Castellano Pedro
casta003	Castellanos Alex
castn001	Castellanos Nick
castg101	Caster George
castj102	Castiglia Jim
castp102	Castiglione Pete
castv001	Castilla Vinny
casta001	Castillo Alberto
casta002	Castillo Alberto
castr001	Castillo Bobby
castb001	Castillo Braulio
castc002	Castillo Carlos
castc001	Castillo Carmelo
castf001	Castillo Frank
castj005	Castillo Jose
castj002	Castillo Juan
castj003	Castillo Juan
castl002	Castillo Lendy
castl001	Castillo Luis
castm101	Castillo Manny
castm001	Castillo Marty
castr004	Castillo Rusney
castt101	Castillo Tony
castt001	Castillo Tony
castw002	Castillo Welington
castw001	Castillo Wilkin
castj001	Castino John
castv101	Castino Vince
castd101	Castle Don
castj101	Castle John
castf101	Castleman Foster
casts101	Castleman Slick
castr101	Castleton Roy
castp101	Castner Paul
castk001	Casto Kory
casta004	Castro Angel
castb002	Castro Bernie
castb101	Castro Bill
castd001	Castro Daniel
castf002	Castro Fabio
castj006	Castro Jason
castj801	Castro Jose
castj004	Castro Juan
castl101	Castro Lou
castm002	Castro Miguel
castr002	Castro Ramon
castr003	Castro Ramon
casts002	Castro Simon
casts001	Castro Starlin
cataf001	Catalanotto Frank
catet001	Cate Troy
cated101	Cater Danny
catee101	Cates Eli
cathm001	Cather Mike
catht101	Cather Ted
cathh101	Cathey Hardin
catok001	Cato Keefe
catoh101	Caton Howdy
cattj101	Cattanach John
cattt101	Catterson Tom
caudb001	Caudill Bill
caulj101	Caulfield Jake
causk901	Causey Kevin
causr101	Causey Red
causw101	Causey Wayne
cavah901	Cavanaugh Harry
kavau101	Cavanaugh James
cavaj101	Cavanaugh John
cavap101	Cavarretta Phil
cavaa001	Cavazos Andy
caved901	Cavenaugh Dick
cavei101	Caveney Ike
cavep101	Cavet Pug
caylo801	Caylor Ollie
cecca101	Ceccarelli Art
ceccg001	Cecchini Garin
cecej001	Cecena Jose
cecib001	Cecil Brett
cecir101	Cecil Rex
cecid001	Ceciliani Darrell
cedaj001	Ceda Jose
cedea001	Cedeno Andujar
cedec001	Cedeno Cesar
ceded001	Cedeno Domingo
ceder001	Cedeno Roger
ceder002	Cedeno Ronny
cedex001	Cedeno Xavier
cedeg901	Cederstrom Gary
centj001	Centeno Juan
centp101	Center Pete
cepeo101	Cepeda Orlando
cepim001	Cepicky Matthew
cerdj001	Cerda Jaime
cerme101	Cermak Ed
ceror001	Cerone Rick
cerrj001	Cerros Juan
ceruj001	Cerutti John
cervb101	Cerv Bob
cervf001	Cervelli Francisco
cervm001	Cervenak Mike
cespy001	Cespedes Yoenis
cey-r001	Cey Ron
chacg001	Chacin Gustavo
chacj001	Chacin Jhoulys
chace101	Chacon Elio
chacs001	Chacon Shawn
chadc101	Chadbourne Chet
chadr001	Chadwick Ray
chafa001	Chafin Andrew
chagl101	Chagnon Leon
chakb101	Chakales Bob
chald101	Chalk Dave
chalg101	Chalmers George
chamb103	Chamberlain Bill
chamc101	Chamberlain Craig
chame101	Chamberlain Ice Box
chamj002	Chamberlain Joba
chamj102	Chamberlain Joe
chamw001	Chamberlain Wes
chama002	Chambers Adron
chama001	Chambers Al
chamb102	Chambers Bill
chamc102	Chambers Cliff
chamj101	Chambers Johnnie
chamr101	Chambers Rome
chamj001	Chamblee Jim
chamc001	Chambliss Chris
chamb101	Champion Bill
chamm101	Champion Mike
chanb101	Chance Bob
chand102	Chance Dean
chanf101	Chance Frank
chane102	Chandler Ed
chanm901	Chandler Moses
chans101	Chandler Spud
chand101	Chaney Darrel
chane101	Chaney Esty
chanl101	Channell Les
chanc101	Chant Charlie
chapd001	Chapin Darrin
chape102	Chaplin Ed
chapt101	Chaplin Tiny
chapa001	Chapman Aroldis
chapb102	Chapman Ben
chapc101	Chapman Calvin
chape101	Chapman Ed
chapf101	Chapman Frank
chapf102	Chapman Fred
chapg101	Chapman Glenn
chaph102	Chapman Harry
chapj102	Chapman Jack
chapj001	Chapman Jaye
chapj101	Chapman John
chapk001	Chapman Kelvin
chapk002	Chapman Kevin
chapr101	Chapman Ray
chaps101	Chapman Sam
chapt001	Chapman Travis
chaph101	Chappas Harry
chapl101	Chappell Larry
chapb101	Chappelle Bill
charj101	Charboneau Joe
charc101	Charles Chappy
chare101	Charles Ed
charf001	Charles Frank
charn001	Charlton Norm
charm101	Chartak Mike
charp101	Charton Pete
chash101	Chase Hal
chask101	Chase Ken
chatb101	Chatham Buster
chatj101	Chatterton Jim
chatt001	Chatwood Tyler
chavo101	Chavarria Ossie
chavr801	Chaves Rafael
chava002	Chavez Angel
chava001	Chavez Anthony
chave002	Chavez Endy
chave001	Chavez Eric
chavj001	Chavez Jesse
chavn101	Chavez Nestor
chavr001	Chavez Raul
chead101	Cheadle Dave
checc101	Chech Charlie
checr001	Checo Robinson
cheeh101	Cheek Harry
cheev101	Cheeves Virgil
cheli101	Chelini Italo
chenb001	Chen Bruce
chenc001	Chen Chin-Feng
chenw001	Chen Wei-Yin
chenl101	Cheney Larry
chent101	Cheney Tom
chepj901	Cheppu John
cherr001	Cherry Rocky
cherp101	Chervinko Paul
chesj101	Chesbro Jack
chesb101	Chesnes Bob
chetm101	Chetkovich Mitch
chevt101	Chevez Tony
chias001	Chiamparino Scott
chias002	Chiasson Scott
chict001	Chick Travis
chicm001	Chico Matt
chiff001	Chiffer Floyd
chilh101	Child Harry
chilb101	Childers Bill
chilj001	Childers Jason
chilm001	Childers Matt
chilr001	Childress Rocky
chilc101	Childs Cupid
chilp102	Childs Pete
chilu101	Childs Sam
chilp101	Chiles Pearce
chilr101	Chiles Rich
chilo901	Chill Ollie
chiod101	Chiozza Dino
chiol101	Chiozza Lou
chipb101	Chipman Bob
chiph901	Chipman Harry
chipw101	Chipple Walt
chirr001	Chirinos Robinson
chisl001	Chisenhall Lonnie
chist101	Chism Tom
chitd801	Chiti Dom
chith101	Chiti Harry
chits001	Chitren Steve
chitn101	Chittum Nelson
chlub101	Chlupsa Bob
cho-j001	Cho Jin Ho
choad101	Choate Don
choar001	Choate Randy
choih001	Choi Hee-Seop
choim001	Choice Michael
choos001	Choo Shin-Soo
choub001	Chouinard Bobby
chouf101	Chouinard Felix
chouc101	Chouneau Chief
chozh101	Chozen Harry
chrim101	Chris Mike
chrin101	Chrisley Neil
crisr901	Christal Randy
chril103	Christenbury Lloyd
chrib102	Christensen Bruce
chric101	Christensen Cuckoo
chrij001	Christensen John
chrim002	Christensen McKay
chrig101	Christenson Gary
chril101	Christenson Larry
chrir001	Christenson Ryan
chrib101	Christian Bob
chrij003	Christian Justin
chrin001	Christiani Nick
chric001	Christiansen Clay
chrij002	Christiansen Jason
chrim102	Christman Mark
chrit001	Christman Tim
chris001	Christmas Steve
chrij101	Christopher Joe
chril102	Christopher Loyd
chrim001	Christopher Mike
chrir101	Christopher Russ
chulv001	Chulk Vinnie
churb101	Church Bubba
churh101	Church Hi
churl101	Church Len
churr001	Church Ryan
churc101	Churn Chuck
churj101	Churry John
chyln901	Chylak Nestor
ciafl101	Ciaffone Larry
ciana001	Cianfrocco Archi
ciarm001	Ciardi Mark
ciasd101	Cias Darryl
cicej101	Cicero Joe
cicoa101	Cicotte Al
cicoe101	Cicotte Eddie
ciest101	Cieslak Ted
cihoa101	Cihocki Al
cihoe101	Cihocki Ed
cimip101	Cimino Pete
cimog101	Cimoli Gino
cimof001	Cimorelli Frank
cingt001	Cingrani Tony
cinta001	Cintron Alex
cioll101	Ciola Lou
ciprf101	Cipriani Frank
cirip001	Ciriaco Pedro
cirij001	Cirillo Jeff
cisag101	Cisar George
ciscg101	Cisco Galen
cishs001	Cishek Steve
cisnj001	Cisnero Jose
cissb101	Cissell Bill
citar001	Citarella Ralph
clabm101	Clabaugh Moose
clacb101	Clack Bobby
claga001	Claggett Anthony
claip001	Claiborne Preston
claid101	Claire Davey
clana101	Clancy Al
clanb102	Clancy Bill
clanb101	Clancy Bud
clanj001	Clancy Jim
clanu101	Clanton Uke
clapc001	Clapinski Chris
clapa101	Clapp Aaron
clapj101	Clapp John
claps001	Clapp Stubby
clard106	Clare Denny
clard105	Clarey Doug
clara901	Clark Al
clara102	Clark Allie
clarb106	Clark Bob
clarb105	Clark Bob
clarb002	Clark Bobby
clarb003	Clark Brady
clarb001	Clark Bryan
clarc101	Clark Cap
clarc001	Clark Cody
clard104	Clark Dad
clard101	Clark Danny
clard001	Clark Dave
clard002	Clark Doug
clare103	Clark Earl
clare101	Clark Ed
clarg101	Clark George
clarg103	Clark Ginger
clarg104	Clark Glen
clarh001	Clark Howie
clarj001	Clark Jack
clarj002	Clark Jerald
clarj003	Clark Jermaine
clarj101	Clark Jim
clarj105	Clark Jim
clarj104	Clark Jim
clarm002	Clark Mark
clarm003	Clark Matt
clarm102	Clark Mel
clarm101	Clark Mike
claro101	Clark Otey
clarp102	Clark Pep
clarp101	Clark Phil
clarp001	Clark Phil
clarr104	Clark Rickey
clarr103	Clark Ron
clarr102	Clark Roy
clars103	Clark Spider
clart001	Clark Terry
clart002	Clark Tony
clarw101	Clark Watty
clarw001	Clark Will
clarw104	Clark Willie
clarb104	Clark Win
clarz001	Clark Zach
clara101	Clarke Artie
clarb901	Clarke Bob
clarb103	Clarke Boileryard
clard103	Clarke Dad
clard003	Clarke Darren
clarf101	Clarke Fred
clarg102	Clarke Grey
clarh103	Clarke Harry
clarh102	Clarke Henry
clarh101	Clarke Horace
clarj103	Clarke Josh
clarl101	Clarke Lefty
clarn101	Clarke Nig
clarr101	Clarke Rufe
clars001	Clarke Stan
clars101	Clarke Stu
clars102	Clarke Sumpter
clart101	Clarke Tommy
clarw103	Clarke Webbo
clarb102	Clarkson Bill
clarb101	Clarkson Buzz
clard102	Clarkson Dad
clarj102	Clarkson John
clarw102	Clarkson Walter
clare102	Clary Ellis
clarm001	Clary Marty
clasg101	Claset Gowell
claua001	Claudio Alex
clauf101	Clausen Fritz
claua101	Clauss Al
claub001	Claussen Brandon
clayb101	Clay Bill
clayd101	Clay Dain
clayd001	Clay Danny
clayk101	Clay Ken
clayr001	Clayton Royce
cleab801	Clear Bob
cleam001	Clear Mark
cleaj101	Cleary Joe
clegd901	Clegg Dick
clemb102	Clemens Bob
clemc102	Clemens Chet
clemc101	Clemens Clem
clemd101	Clemens Doug
clemp002	Clemens Paul
clemr001	Clemens Roger
clemb101	Clemensen Bill
clemb901	Clement Curly
cleme101	Clement Fred
clemj001	Clement Jeff
clemm001	Clement Matt
clemw101	Clement Wally
cleme001	Clemente Edgard
clemr101	Clemente Roberto
clemj101	Clements Jack
clemp001	Clements Pat
clemc001	Clemons Chris
cleml101	Clemons Lance
clemv101	Clemons Verne
clend101	Clendenon Donn
cletm001	Cleto Maikel
cleve101	Cleveland Elmer
clevr101	Cleveland Reggie
clevs001	Clevenger Steve
clevt101	Clevenger Tex
clevb001	Clevlen Brent
clibs101	Cliburn Stan
clibs001	Cliburn Stew
clifh101	Clift Harlond
cliff101	Clifton Flea
clinm101	Cline Monk
clint101	Cline Ty
cling101	Clines Gene
clinb101	Clingman Billy
clinj101	Clinton Jim
clinl101	Clinton Lou
clipt001	Clippard Tyler
clont101	Cloninger Tony
clonb001	Clontz Brad
closj001	Closser JD
closa101	Closter Al
clouk001	Cloude Ken
cloue101	Clough Ed
clowb101	Clowers Bill
cloyt001	Cloyd Tyler
clucb801	Cluck Bob
clutb001	Clutterbuck Bryan
clybd001	Clyburn Danny
clydd101	Clyde David
clydt101	Clyde Tom
clymb101	Clymer Bill
clymo101	Clymer Otis
